Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16237,Broken Sword 5: The Serpent's Curse,2015,Adventure,0,0.01,0,0,0.01
16238,Shitsuji ga Aruji o Erabu Toki,2016,Adventure,0,0,0.01,0,0.01
16239,Batman: A Telltale Game Series,2016,Adventure,0,0.01,0,0,0.01
16240,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,2010,Adventure,0,0,0.01,0,0.01
16241,Kao the Kangaroo,2001,Platform,0.01,0,0,0,0.01
16242,Builder's Block,1999,Strategy,0.01,0,0,0,0.01
16243,Seisou no Amazones,2013,Role-Playing,0,0,0.01,0,0.01
16244,Phantasy Star Online 2 Episode 4: Deluxe Package,2017,Role-Playing,0,0,0.01,0,0.01
16245,F.E.A.R. Perseus Mandate,2007,Shooter,0.01,0,0,0,0.01
16246,Mahjong Taikai IV,2006,Misc,0,0,0.01,0,0.01
16247,Valentino Rossi: The Game,2016,Racing,0,0.01,0,0,0.01
16248,FlatOut: Ultimate Carnage,2008,Racing,0,0.01,0,0,0.01
16249,Agarest Senki: Re-appearance,2007,Role-Playing,0,0,0.01,0,0.01
16250,Ultraman Fighting Evolution 0,2006,Fighting,0,0,0.01,0,0.01
16251,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,2009,Simulation,0,0,0.01,0,0.01
16252,Aquaman: Battle for Atlantis,2003,Action,0.01,0,0,0,0.01
16253,Strider (2014),2014,Platform,0,0,0.01,0,0.01
16254,Jinsei Game Q DS: Shouwa no Dekigoto,2007,Misc,0,0,0.01,0,0.01
16255,The Book of Unwritten Tales 2,2016,Adventure,0,0.01,0,0,0.01
16256,Doraemon Wii: Himitsu Douguou Ketteisen!,2007,Misc,0,0,0.01,0,0.01
16257,Goku Makaimura Kai,2007,Platform,0,0,0.01,0,0.01
16258,No Fate! Only the Power of Will,2010,Adventure,0,0,0.01,0,0.01
16259,Conflict: Denied Ops,2008,Shooter,0,0.01,0,0,0.01
16260,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,2009,Role-Playing,0,0,0.01,0,0.01
16261,Championship Manager 2010,2009,Sports,0,0.01,0,0,0.01
16262,Simple DS Series Vol. 41: The Bakudan Shori-Han,2008,Action,0,0,0.01,0,0.01
16263,Paragon,2016,Action,0.01,0,0,0,0.01
16264,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,2008,Misc,0,0,0.01,0,0.01
16265,"Hanayaka Kana, Ware ga Ichizoku",2010,Adventure,0,0,0.01,0,0.01
16266,Mamoru-kun wa Norowarete Shimatta!,2009,Shooter,0,0,0.01,0,0.01
16267,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,2010,Strategy,0,0,0.01,0,0.01
16268,Myself; Yourself,2007,Adventure,0,0,0.01,0,0.01
16269,Kurogane Kaikitan,2015,Adventure,0,0,0.01,0,0.01
16270,Starry ? Sky: After Autumn,2011,Misc,0,0,0.01,0,0.01
16271,Dokuro,2012,Action,0,0,0.01,0,0.01
16272,Slide Adventure: Mag Kid,2007,Action,0,0,0.01,0,0.01
16273,Smuggler's Run,2002,Racing,0.01,0,0,0,0.01
16274,The Humans: Meet the Ancestors!,2009,Puzzle,0.01,0,0,0,0.01
16275,Chaos;Head Noah,2014,Adventure,0,0,0.01,0,0.01
16276,Battlestations: Midway,2007,Strategy,0,0.01,0,0,0.01
16277,Farming Simulator 15 Expansion Pack,2015,Action,0,0.01,0,0,0.01
16278,Jan Sangoku Musou,2006,Misc,0,0,0.01,0,0.01
16279,Assetto Corsa,2016,Racing,0,0.01,0,0,0.01
16280,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,2007,Adventure,0,0,0.01,0,0.01
16281,Monster Bomber,2006,Puzzle,0.01,0,0,0,0.01
16282,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,2009,Misc,0,0,0.01,0,0.01
16283,Fatal Fury: Battle Archives Volume 1 (JP sales),2006,Fighting,0,0,0.01,0,0.01
16284,CT Special Forces 2: Back in the Trenches,2003,Shooter,0.01,0,0,0,0.01
16285,Kamaitachi no Yoru 2: Tokubetsu Hen,2006,Adventure,0,0,0.01,0,0.01
16286,The Chronicles of Riddick: Assault on Dark Athena,2009,Shooter,0,0.01,0,0,0.01
16287,The Ultimate Battle of the Sexes,2010,Misc,0.01,0.01,0,0,0.01
16288,Root Double: Before Crime After Days,2012,Action,0,0,0.01,0,0.01
16289,War for the Overworld,2015,Strategy,0,0.01,0,0,0.01
16290,TimeShift,2007,Shooter,0.01,0,0,0,0.01
16291,ef - a fairy tale of the two.,2010,Adventure,0,0,0.01,0,0.01
16292,The Train Giant,2012,Strategy,0,0.01,0,0,0.01
16293,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,2016,Adventure,0,0,0.01,0,0.01
16294,FairlyLife: MiracleDays,2010,Adventure,0,0,0.01,0,0.01
16295,Surf's Up,2007,Sports,0.01,0,0,0,0.01
16296,Jambo! Safari Animal Rescue,2009,Simulation,0.01,0,0,0,0.01
16297,Death Connection Portable,2011,Adventure,0,0,0.01,0,0.01
16298,Rainbow Islands: Revolution,2005,Action,0.01,0,0,0,0.01
16299,Legend of Kay Anniversary,2015,Action,0,0.01,0,0,0.01
16300,Rakushou! Pachi-Slot Sengen 4,2006,Misc,0,0,0.01,0,0.01
16301,Nitroplus Blasterz: Heroines Infinite Duel,2015,Fighting,0,0,0.01,0,0.01
16302,Moe Moe 2-Ji Daisenryaku 2,2010,Strategy,0,0,0.01,0,0.01
16303,Tsuyo Kiss 3 Portable,2012,Action,0,0,0.01,0,0.01
16304,Fireman Sam: Action Stations,2013,Action,0,0.01,0,0,0.01
16305,Tetris Ultimate,2014,Puzzle,0,0.01,0,0,0.01
16306,Durarara!! Relay,2015,Action,0,0,0.01,0,0.01
16307,Moto Racer Advance,2002,Racing,0.01,0,0,0,0.01
16308,Duel Masters: Shadow of the Code,2004,Misc,0.01,0,0,0,0.01
16309,Full Auto 2: Battlelines,2007,Racing,0,0.01,0,0,0.01
16310,Freaky Flyers,2007,Racing,0.01,0,0,0,0.01
16311,Army Men: Air Combat - The Elite Missions,2003,Shooter,0.01,0,0,0,0.01
16312,Rally Championship,2003,Racing,0.01,0,0,0,0.01
16313,Happy Dance Collection,2008,Misc,0,0,0.01,0,0.01
16314,Space Hulk,2015,Strategy,0,0.01,0,0,0.01
16315,Fuun Shinsengumi Bakumatsuden Portable,2009,Action,0.01,0,0,0,0.01
16316,Musou Tourou,2009,Strategy,0,0,0.01,0,0.01
16317,Really? Really! DS,2009,Adventure,0,0,0.01,0,0.01
16318,Gakuen Hetalia,2012,Adventure,0,0,0.01,0,0.01
16319,Daiya no Kuni no Alice: Wonderful Mirror World,2013,Adventure,0,0,0.01,0,0.01
16320,Touch Detective 3: Does Funghi Dream of Bananas?,2014,Adventure,0,0,0.01,0,0.01
16321,Dungeon Explorer: Warriors of Ancient Arts,2007,Role-Playing,0.01,0,0,0,0.01
16322,Period Cube: Torikago no Amadeus,2016,Action,0,0,0.01,0,0.01
16323,Tringo,2006,Puzzle,0.01,0,0,0,0.01
16324,Jam Sessions: Sing and Play Guitar (jp sales),2007,Misc,0,0,0.01,0,0.01
16325,Binary Star,2014,Adventure,0,0,0.01,0,0.01
16326,MXGP 2,2016,Racing,0,0.01,0,0,0.01
16327,Professional Farmer 2016,2015,Action,0,0.01,0,0,0.01
16328,RalliSport Challenge(JP sales),2002,Racing,0,0,0.01,0,0.01
16329,Dragon Quest X: All in One Package,2015,Role-Playing,0,0,0.01,0,0.01
16330,Inversion,2007,Shooter,0.01,0,0,0,0.01
16331,Wedding Planner: Dream Weddings Guaranteed,2010,Simulation,0,0.01,0,0,0.01
16332,Element Hunter,2009,Role-Playing,0,0,0.01,0,0.01
16333,Ultraman Fighting Evolution 3,2004,Fighting,0,0,0.01,0,0.01
16334,Rondo of Swords (jp sales),2007,Role-Playing,0,0,0.01,0,0.01
16335,The Eye of Judgment: Legends,2010,Strategy,0,0,0.01,0,0.01
16336,Chaos;Child,2015,Adventure,0,0,0.01,0,0.01
16337,Greg Hastings' Tournament Paintball Max'd,2006,Shooter,0.01,0,0,0,0.01
16338,Whac-A-Mole,2005,Puzzle,0.01,0,0,0,0.01
16339,Nakayoshi All-Stars: Mezase Gakuen Idol,2008,Misc,0,0,0.01,0,0.01
16340,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,2009,Adventure,0,0,0.01,0,0.01
16341,Fullmetal Alchemist: Prince of the Dawn,2009,Adventure,0,0,0.01,0,0.01
16342,Command & Conquer Renegade,2002,Shooter,0,0.01,0,0,0.01
16343,Grooverider: Slot Car Thunder,2003,Racing,0.01,0,0,0,0.01
16344,H2O+: Footprints in the Sand,2008,Adventure,0,0,0.01,0,0.01
16345,Fashionable Puppy: Oshare na Koinu DS,2007,Simulation,0,0,0.01,0,0.01
16346,Sekirei: Mirai Kara no Okurimono,2009,Adventure,0,0,0.01,0,0.01
16347,Cities: Skylines Snowfall,2016,Simulation,0,0.01,0,0,0.01
16348,Ultimate Board Game Collection,2006,Misc,0.01,0,0,0,0.01
16349,Dinotopia: The Sunstone Odyssey,2003,Action,0.01,0,0,0,0.01
16350,Idol Janshi Suchie-Pai IV,2007,Misc,0,0,0.01,0,0.01
16351,Dungeons & Dragons: Neverwinter Nights - Complete,2011,Misc,0.01,0,0,0,0.01
16352,Natsuzora no Monologue,2013,Adventure,0,0,0.01,0,0.01
16353,Kenka Banchou Portable,2009,Action,0,0,0.01,0,0.01
16354,World Snooker Challenge 2005,2005,Sports,0,0.01,0,0,0.01
16355,Juiced 2: Hot Import Nights,2007,Racing,0,0.01,0,0,0.01
16356,G1 Jockey 4 2008,2008,Sports,0,0.01,0,0,0.01
16357,Monster Jam,2007,Racing,0.01,0,0,0,0.01
16358,Icewind Dale II,2002,Role-Playing,0,0.01,0,0,0.01
16359,The Amazing Spider-Man (DS & Mobile Versions),2009,Action,0,0.01,0,0,0.01
16360,Mario vs. Donkey Kong: Tipping Stars,2015,Puzzle,0,0,0.01,0,0.01
16361,Ishin Renka: Ryouma Gaiden,2010,Adventure,0,0,0.01,0,0.01
16362,NHL 2K7,2006,Sports,0.01,0,0,0,0.01
16363,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,2013,Adventure,0,0,0.01,0,0.01
16364,Act of Aggression,2015,Strategy,0,0.01,0,0,0.01
16365,Powerdrome,2004,Racing,0.01,0,0,0,0.01
16366,Fallout Anthology,2015,Action,0,0.01,0,0,0.01
16367,Tropico 3: Gold Edition,2010,Strategy,0,0.01,0,0,0.01
16368,Survivor,2010,Adventure,0.01,0,0,0,0.01
16369,Hakuouki: Shinsengumi Kitan,2007,Adventure,0.01,0,0,0,0.01
16370,Dance with Devils,2016,Action,0,0,0.01,0,0.01
16371,Wand of Fortune,2009,Adventure,0,0,0.01,0,0.01
16372,Arabians Lost: The Engagement on Desert,2012,Adventure,0,0,0.01,0,0.01
16373,Gobliiins 4,2009,Adventure,0,0.01,0,0,0.01
16374,S.Y.K: Shinsetsu Saiyuuki Portable,2010,Adventure,0,0,0.01,0,0.01
16375,"Crouching Tiger, Hidden Dragon",2003,Action,0.01,0,0,0,0.01
16376,Meru Purana,1996,Strategy,0,0,0.01,0,0.01
16377,Cross Edge Dash,2009,Role-Playing,0,0,0.01,0,0.01
16378,Colin McRae Rally 04,2004,Racing,0,0.01,0,0,0.01
16379,Super Bubble Pop,2002,Puzzle,0.01,0,0,0,0.01
16380,Fullmetal Alchemist: Trading Card Game,2007,Misc,0.01,0,0,0,0.01
16381,Luxor: Pharaoh's Challenge,2007,Puzzle,0,0.01,0,0,0.01
16382,Grand Prix Legends,1997,Racing,0,0.01,0,0,0.01
16383,Fate/kaleid liner Prisma Illya,2014,Action,0,0,0.01,0,0.01
16384,Hoshigami: Ruining Blue Earth Remix,2007,Role-Playing,0,0,0.01,0,0.01
16385,Akatsuki no Amaneka to Aoi Kyojin,2010,Strategy,0,0,0.01,0,0.01
16386,Pilot Academy,2006,Simulation,0,0.01,0,0,0.01
16387,Poker for Dummies,2008,Misc,0,0.01,0,0,0.01
16388,John Daly's ProStroke Golf,2010,Sports,0.01,0,0,0,0.01
16389,TrackMania Turbo,2016,Action,0,0.01,0,0,0.01
16390,Darkened Skye,2002,Adventure,0.01,0,0,0,0.01
16391,Sakura-Sou no Pet na Kanojo,2013,Adventure,0,0,0.01,0,0.01
16392,WSC REAL 09: World Snooker Championship,2009,Sports,0,0.01,0,0,0.01
16393,World Snooker Championship 2007,2007,Sports,0,0.01,0,0,0.01
16394,Handball 16,2015,Sports,0,0.01,0,0,0.01
16395,Wand of Fortune: Mirai e no Prologue,2010,Adventure,0,0,0.01,0,0.01
16396,Alone in the Dark,2008,Adventure,0,0.01,0,0,0.01
16397,Nova Usagi no Game de Ryuugaku!? DS,2007,Misc,0,0,0.01,0,0.01
16398,LMA Manager 2007,2006,Sports,0,0.01,0,0,0.01
16399,San-X: Chara Sagashi Land,2007,Action,0,0,0.01,0,0.01
16400,Heart no Kuni no Alice,2009,Adventure,0,0,0.01,0,0.01
16401,Petz: Hamsterz Life 2,2007,Misc,0.01,0,0,0,0.01
16402,The Technomancer,2016,Role-Playing,0,0.01,0,0,0.01
16403,Pro Evolution Soccer 2010,2009,Sports,0,0.01,0,0,0.01
16404,Memories Off,2008,Adventure,0,0,0.01,0,0.01
16405,Tenchu San Portable,2009,Action,0,0,0.01,0,0.01
16406,Ratchet & Clank: Full Frontal Assault,2012,Adventure,0.01,0,0,0,0.01
16407,Vitamin X,2007,Adventure,0,0,0.01,0,0.01
16408,The Wild West,2007,Action,0.01,0,0,0,0.01
16409,The Amazing Spider-Man 2 (2014),2014,Action,0,0.01,0,0,0.01
16410,Saint Seiya Omega: Ultimate Cosmo,2012,Fighting,0,0,0.01,0,0.01
16411,Sega Rally Revo,2007,Racing,0,0.01,0,0,0.01
16412,"Element Girl: Love, Fashion and Friends",2008,Adventure,0,0.01,0,0,0.01
16413,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",2014,Fighting,0,0,0.01,0,0.01
16414,Teenage Mutant Ninja Turtles (3DS),2013,Action,0.01,0,0,0,0.01
16415,Time Leap,2009,Adventure,0,0,0.01,0,0.01
16416,The Godfather (JP sales),2006,Action,0,0,0.01,0,0.01
16417,thinkSMART: Chess for Kids,2011,Misc,0.01,0,0,0,0.01
16418,World Heroes Anthology,2007,Fighting,0,0,0.01,0,0.01
16419,Chaos;Child,2015,Adventure,0,0,0.01,0,0.01
16420,th!nk Logic Trainer,2009,Puzzle,0.01,0,0,0,0.01
16421,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",2009,Sports,0,0,0.01,0,0.01
16422,Routes PE,2007,Adventure,0,0,0.01,0,0.01
16423,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,0,0.01,0,0,0.01
16424,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,2009,Adventure,0,0,0.01,0,0.01
16425,Railfan,2006,Simulation,0,0,0.01,0,0.01
16426,SoniPro,2014,Adventure,0,0,0.01,0,0.01
16427,Real Crimes: The Unicorn Killer,2011,Puzzle,0,0.01,0,0,0.01
16428,Akatsuki no Goei Trinity,2012,Adventure,0,0,0.01,0,0.01
16429,ESPN NBA 2Night 2002,2002,Sports,0.01,0,0,0,0.01
16430,Virtua Quest,2007,Role-Playing,0.01,0,0,0,0.01
16431,Aladdin Magic Racer,2011,Racing,0.01,0,0,0,0.01
16432,Goat Simulator,2016,Simulation,0,0.01,0,0,0.01
16433,Golden Time: Vivid Memories,2014,Adventure,0,0,0.01,0,0.01
16434,Kamigami no Asobi InFinite,2016,Adventure,0,0,0.01,0,0.01
16435,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,2009,Adventure,0,0,0.01,0,0.01
16436,Clive Barker's Jericho,2007,Shooter,0,0.01,0,0,0.01
16437,Tenjin Ranman: Happy GO Lucky!!,2010,Adventure,0,0,0.01,0,0.01
16438,Getsuei Gakuen: kou,2013,Adventure,0,0,0.01,0,0.01
16439,Worms 2,1997,Strategy,0,0.01,0,0,0.01
16440,The Cages: Pro Style Batting Practice,2010,Sports,0.01,0,0,0,0.01
16441,Brothers Conflict: Precious Baby,2017,Action,0,0,0.01,0,0.01
16442,Shin Sangoku Musou 4 Special,2005,Action,0,0,0.01,0,0.01
16443,Bullet Soul: Tama Tamashii,2011,Shooter,0,0,0.01,0,0.01
16444,G1 Jockey 4 2007,2007,Sports,0,0,0.01,0,0.01
16445,Colin McRae Rally 2005 plus,2005,Racing,0,0,0.01,0,0.01
16446,Heart no Kuni no Alice: Wonderful Twin World,2014,Adventure,0,0,0.01,0,0.01
16447,Madagascar: Escape 2 Africa,2008,Action,0.01,0,0,0,0.01
16448,Wade Hixton's Counter Punch,2004,Sports,0.01,0,0,0,0.01
16449,Junjou Romanchika: Koi no Doki Doki Daisakusen,2008,Adventure,0,0,0.01,0,0.01
16450,Legacy of Kain: Defiance,2003,Action,0,0.01,0,0,0.01
16451,Assassin's Creed Chronicles,2016,Action,0,0.01,0,0,0.01
16452,King's Bounty: Armored Princess,2009,Role-Playing,0,0.01,0,0,0.01
16453,Hyperdimension Neptunia mk2,2011,Action,0,0.01,0,0,0.01
16454,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,2014,Adventure,0,0,0.01,0,0.01
16455,Rugby League Live 3,2015,Action,0,0.01,0,0,0.01
16456,Winx Club: Saving Alfea,2014,Action,0,0.01,0,0,0.01
16457,Heart no Kuni no Alice,2008,Adventure,0,0,0.01,0,0.01
16458,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,2007,Fighting,0,0,0.01,0,0.01
16459,Art Academy: Home Studio,2015,Misc,0,0,0.01,0,0.01
16460,Juggler DS,2008,Misc,0,0,0.01,0,0.01
16461,Katekyoo Hitman Reborn! Kindan no Yami no Delta,2008,Action,0,0,0.01,0,0.01
16462,Rugby World Cup 2015,2015,Sports,0,0.01,0,0,0.01
16463,"Horse Life 4: My Horse, My Friend, My Champion",2015,Action,0,0.01,0,0,0.01
16464,Razor Freestyle Scooter,2001,Sports,0.01,0,0,0,0.01
16465,Outdoors Unleashed: Alaska 3D,2011,Sports,0.01,0,0,0,0.01
16466,Vitamin Y,2008,Adventure,0,0,0.01,0,0.01
16467,Egg Mania: Eggstreme Madness,2002,Puzzle,0.01,0,0,0,0.01
16468,Help Wanted: 50 Wacky Jobs (jp sales),2008,Simulation,0,0.01,0.01,0,0.01
16469,Magicians Academy,2007,Role-Playing,0,0,0.01,0,0.01
16470,Memories Off #5: Togireta Film,2009,Adventure,0,0,0.01,0,0.01
16471,Exstetra,2013,Role-Playing,0,0,0.01,0,0.01
16472,Lucian Bee's: Resurrection Supernova,2009,Adventure,0,0,0.01,0,0.01
16473,Amnesia Later,2014,Misc,0,0,0.01,0,0.01
16474,MotoGP 15,2015,Racing,0,0.01,0,0,0.01
16475,Azure Striker Gunvolt: Striker Pack,2016,Action,0,0,0.01,0,0.01
16476,Captain Rainbow,2008,Adventure,0,0,0.01,0,0.01
16477,Total War Attila: Tyrants & Kings,2016,Strategy,0,0.01,0,0,0.01
16478,Space Raiders,2003,Shooter,0.01,0,0,0,0.01
16479,DoDonPachi Daifukkatsu: Black Label,2011,Shooter,0,0,0.01,0,0.01
16480,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",2015,Action,0,0,0.01,0,0.01
16481,Ishin no Arashi: Shippuu Ryuumeden,2010,Strategy,0,0,0.01,0,0.01
16482,Agatha Christie: Peril at End House,2009,Adventure,0,0.01,0,0,0.01
16483,Muv-Luv Alternative,2012,Simulation,0,0,0.01,0,0.01
16484,Dengeki Gakuen RPG: Cross of Venus Special,2011,Role-Playing,0,0,0.01,0,0.01
16485,Dragon Ball Z for Kinect,2012,Fighting,0.01,0,0,0,0.01
16486,Hospital Tycoon,2007,Strategy,0,0.01,0,0,0.01
16487,Smart Boy's Winter Wonderland,2008,Misc,0.01,0,0,0,0.01
16488,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,2012,Action,0,0,0.01,0,0.01
16489,Case Closed: One Truth Prevails,2007,Adventure,0,0,0.01,0,0.01
16490,Slotter Mania P: Tetsuya Shinjuku vs Ueno,2010,Misc,0,0,0.01,0,0.01
16491,Bomberman,2008,Puzzle,0,0,0.01,0,0.01
16492,Micro Machines V4,2006,Racing,0.01,0,0,0,0.01
16493,SBK Superbike World Championship,2008,Racing,0.01,0,0,0,0.01
16494,Summer Athletics,2008,Sports,0,0.01,0,0,0.01
16495,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,2008,Misc,0,0,0.01,0,0.01
16496,The Smurfs,2007,Action,0,0.01,0,0,0.01
16497,Legends of Oz: Dorothy's Return,2014,Puzzle,0,0.01,0,0,0.01
16498,Unending Bloody Call,2012,Action,0,0,0.01,0,0.01
16499,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,2011,Strategy,0,0,0.01,0,0.01
16500,Snood 2: On Vacation,2005,Puzzle,0.01,0,0,0,0.01
16501,The Land Before Time: Into the Mysterious Beyond,2006,Platform,0.01,0,0,0,0.01
16502,Irotoridori no Sekai: World's End Re-Birth,2015,Action,0,0,0.01,0,0.01
16503,Satomi Hakkenden: Hachi Tamanoki,2014,Adventure,0,0,0.01,0,0.01
16504,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010,Shooter,0.01,0,0,0,0.01
16505,Naraku no Shiro,2008,Adventure,0,0,0.01,0,0.01
16506,Shinigami to Shoujo,2011,Adventure,0,0,0.01,0,0.01
16507,Mystereet,2006,Adventure,0,0,0.01,0,0.01
16508,Rabbids Invasion: The Interactive TV Show,2014,Misc,0,0.01,0,0,0.01
16509,Samurai Shodown: Warrios Rage,1999,Fighting,0.01,0,0,0,0.01
16510,Romeo Vs. Juliet,2013,Adventure,0,0,0.01,0,0.01
16511,The Rise of the Argonauts,2008,Role-Playing,0,0.01,0,0,0.01
16512,Trine,2009,Action,0,0.01,0,0,0.01
16513,Palais de Reine,2007,Strategy,0,0,0.01,0,0.01
16514,Pony Friends 2,2009,Simulation,0,0.01,0,0,0.01
16515,Balloon Pop 2,2012,Puzzle,0.01,0,0,0,0.01
16516,Deal or No Deal,2006,Misc,0,0.01,0,0,0.01
16517,National Geographic Panda (JP sales),2008,Simulation,0,0,0.01,0,0.01
16518,Knights in the Nightmare: DHE Series Special Pack,2008,Role-Playing,0,0,0.01,0,0.01
16519,DJ Max Technika Tune,2012,Misc,0,0,0.01,0,0.01
16520,Teenage Mutant Ninja Turtles,2007,Action,0,0.01,0,0,0.01
16521,Crossroad Crisis,2000,Puzzle,0.01,0,0,0,0.01
16522,Bakumatsu Rock: Ultra Soul,2014,Misc,0,0,0.01,0,0.01
16523,Tengai Makyo: Dai Yon no Mokushiroku,2006,Role-Playing,0,0,0.01,0,0.01
16524,Akatsuki no Goei Trinity,2012,Adventure,0,0,0.01,0,0.01
16525,Karnaaj Rally,2003,Racing,0.01,0,0,0,0.01
16526,Style Book: Cinnamoroll,2006,Misc,0,0,0.01,0,0.01
16527,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,2008,Adventure,0,0,0.01,0,0.01
16528,Blazer Drive,2008,Role-Playing,0,0,0.01,0,0.01
16529,Onigokko! Portable,2013,Adventure,0,0,0.01,0,0.01
16530,Hoshizora no Comic Garden,2008,Adventure,0,0,0.01,0,0.01
16531,Kiniro no Corda 3,2015,Adventure,0,0,0.01,0,0.01
16532,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,2009,Action,0,0,0.01,0,0.01
16533,Sébastien Loeb Rally Evo,2016,Racing,0,0.01,0,0,0.01
16534,Hitman (2016),2016,Action,0,0.01,0,0,0.01
16535,STORM: Frontline Nation,2011,Strategy,0,0.01,0,0,0.01
16536,Metal Gear Solid HD Edition,2011,Action,0,0,0.01,0,0.01
16537,Time Travelers,2012,Adventure,0,0,0.01,0,0.01
16538,Mushi Bugyou,2013,Action,0,0,0.01,0,0.01
16539,Patrician IV: Gold Edition,2011,Misc,0,0.01,0,0,0.01
16540,Transformers: Fall of Cybertron,2012,Action,0.01,0,0,0,0.01
16541,Sea Monsters: A Prehistoric Adventure,2007,Adventure,0.01,0,0,0,0.01
16542,Spore Galactic Adventures,2009,Strategy,0,0.01,0,0,0.01
16543,15 Days,2009,Adventure,0,0.01,0,0,0.01
16544,Battle Fantasia,2008,Fighting,0,0,0.01,0,0.01
16545,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,2015,Misc,0,0,0.01,0,0.01
16546,Driving Simulator 2011,2011,Racing,0,0.01,0,0,0.01
16547,Imagine Figure Skater (JP sales),2007,Sports,0,0,0.01,0,0.01
16548,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,2011,Puzzle,0.01,0,0,0,0.01
16549,Hyakki Yagyou Kaidan Romance,2012,Action,0,0,0.01,0,0.01
16550,Bookworm Deluxe,2006,Puzzle,0.01,0,0,0,0.01
16551,Hakuoki: Reimeiroku - Omouhase Kara,2015,Action,0,0,0.01,0,0.01
16552,E.T. The Extra-Terrestrial,2001,Action,0.01,0,0,0,0.01
16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,2016,Action,0,0,0.01,0,0.01
16554,Sweet Honey Coming,2009,Adventure,0,0,0.01,0,0.01
16555,Mahou Sensei Negima!? Neo-Pactio Fight!!,2007,Fighting,0,0,0.01,0,0.01
16556,Bound By Flame,2014,Role-Playing,0,0.01,0,0,0.01
16557,Psychic Detective,1995,Adventure,0.01,0,0,0,0.01
16558,Codename: Panzers Complete Collection,2016,Strategy,0,0.01,0,0,0.01
16559,Super Robot Taisen: Original Generation,2002,Role-Playing,0.01,0,0,0,0.01
16560,Dramatical Murder Re:code,2014,Adventure,0,0,0.01,0,0.01
16561,Pro Evolution Soccer 2008,2007,Sports,0,0.01,0,0,0.01
16562,Sugar + Spice! Anoko no Suteki na Nanimokamo,2008,Adventure,0,0,0.01,0,0.01
16563,Hanasaku Manimani,2014,Adventure,0,0,0.01,0,0.01
16564,Kanokon: Esuii,2008,Adventure,0,0,0.01,0,0.01
16565,Mighty No. 9,2016,Platform,0.01,0,0,0,0.01
16566,Mortal Kombat: Deadly Alliance,2002,Fighting,0.01,0,0,0,0.01
16567,Original Frisbee Disc Sports: Ultimate & Golf,2007,Action,0.01,0,0,0,0.01
16568,Teslagrad,2015,Platform,0,0.01,0,0,0.01
16569,End of Nations,2012,Strategy,0.01,0,0,0,0.01
16570,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,2014,Action,0,0,0.01,0,0.01
16571,XI Coliseum,2006,Puzzle,0,0,0.01,0,0.01
16572,Resident Evil 4 HD,2016,Shooter,0.01,0,0,0,0.01
16573,Farming 2017 - The Simulation,2016,Simulation,0,0.01,0,0,0.01
16574,Grisaia no Kajitsu: La Fruit de la Grisaia,2013,Adventure,0,0,0.01,0,0.01
16575,Scarlett: Nichijou no Kyoukaisen,2008,Adventure,0,0,0.01,0,0.01
16576,Mini Desktop Racing,2007,Racing,0.01,0,0,0,0.01
16577,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,2008,Racing,0,0,0.01,0,0.01
16578,Neo Angelique Special,2008,Adventure,0,0,0.01,0,0.01
16579,Rugby Challenge 3,2016,Sports,0,0.01,0,0,0.01
16580,Damnation,2009,Shooter,0,0.01,0,0,0.01
16581,Outdoors Unleashed: Africa 3D,2011,Sports,0.01,0,0,0,0.01
